,1,FEC ID,STATE,STATE ABBREVIATION,GENERAL ELECTION DATE,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
0,2.0,P80001571,Alabama,AL,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,318,255",,62.08%,W
1,3.0,P00003392,Alabama,AL,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"729,547",,34.36%,
2,4.0,P20002671,Alabama,AL,11/8/16,Gary,Johnson,"Johnson, Gary",,IND,"44,467",,2.09%,
3,5.0,,Alabama,AL,11/8/16,,Scattered,"Scattered, ",,W,"21,712",,1.02%,
4,6.0,P20003984,Alabama,AL,11/8/16,Jill,Stein,"Stein, Jill",,IND,"9,391",,0.44%,
5,7.0,,Alabama,AL,11/8/16,,,,Total State Votes:,,,"2,123,372",,
6,8.0,,Alabama,AL,11/8/16,,,,,,,,,
7,9.0,P80001571,Alaska,AK,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"163,387",,51.28%,W
8,10.0,P00003392,Alaska,AK,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"116,454",,36.55%,
9,11.0,P20002671,Alaska,AK,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"18,725",,5.88%,
10,12.0,,Alaska,AK,11/8/16,,Scattered,Scattered,,W,"9,201",,2.89%,
11,13.0,P20003984,Alaska,AK,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"5,735",,1.80%,
12,14.0,P60021102,Alaska,AK,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,CON,"3,866",,1.21%,
13,15.0,P60016342,Alaska,AK,11/8/16,Roque,De La Fuente,"De La Fuente, Roque",,NAF,"1,240",,0.39%,
14,16.0,,Alaska,AK,11/8/16,,,,Total State Votes:,,,"318,608",,
15,17.0,,Alaska,AK,11/8/16,,,,,,,,,
16,18.0,P80001571,Arizona,AZ,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,252,401",,48.67%,W
17,19.0,P00003392,Arizona,AZ,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,161,167",,45.13%,
18,20.0,P20002671,Arizona,AZ,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"106,327",,4.13%,
19,21.0,P20003984,Arizona,AZ,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"34,345",,1.33%,
20,22.0,P60022654,Arizona,AZ,11/8/16,Evan,McMullin,"McMullin, Evan",,W,"17,449",,0.68%,
21,23.0,P60021102,Arizona,AZ,11/8/16,Darrell ,Castle,"Castle, Darrell ",,W,"1,058",,0.04%,
22,24.0,P20005260,Arizona,AZ,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,W,85,,0.00%,
23,25.0,P60016623,Arizona,AZ,11/8/16,Mike,Smith,"Smith, Mike",,W,62,,0.00%,
24,26.0,P60020757,Arizona,AZ,11/8/16,Robert L.,Buchanan,"Buchanan, Robert L.",,W,56,,0.00%,
25,27.0,P20004511,Arizona,AZ,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,52,,0.00%,
26,28.0,P80000268,Arizona,AZ,11/8/16,Willie Felix,Carter,"Carter, Willie Felix",,DEM,42,,0.00%,
27,29.0,P60016342,Arizona,AZ,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,29,,0.00%,
28,30.0,P60023322,Arizona,AZ,11/8/16,Mitchell,In-Albon,"In-Albon, Mitchell",,W,24,,0.00%,
29,31.0,P60018249,Arizona,AZ,11/8/16,Joseph,Maldonado,"Maldonado, Joseph",,W,20,,0.00%,
30,32.0,P60005303,Arizona,AZ,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,14,,0.00%,
31,33.0,P20002630,Arizona,AZ,11/8/16,"Sheila ""Samm""",Tittle,"Tittle, Sheila ""Samm""",,W,12,,0.00%,
32,34.0,,Arizona,AZ,11/8/16,Ben,Hartnell,"Hartnell, Ben",,W,11,,0.00%,
33,35.0,,Arizona,AZ,11/8/16,Marshall,Schoenke,"Schoenke, Marshall",,W,4,,0.00%,
34,36.0,P60021631,Arizona,AZ,11/8/16,Delano,Steinacker,"Steinacker, Delano",,W,4,,0.00%,
35,37.0,,Arizona,AZ,11/8/16,Michael,Corsetti,"Corsetti, Michael",,W,3,,0.00%,
36,38.0,,Arizona,AZ,11/8/16,,,,Total State Votes:,,,"2,573,165",,
37,39.0,,Arizona,AZ,11/8/16,,,,,,,,,
38,40.0,P80001571,Arkansas,AR,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"684,872",,60.57%,W
39,41.0,P00003392,Arkansas,AR,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"380,494",,33.65%,
40,42.0,P20002671,Arkansas,AR,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"29,949",,2.65%,
41,43.0,P60022654,Arkansas,AR,11/8/16,Evan ,McMullin,"McMullin, Evan ",,BFA,"13,176",,1.17%,
42,44.0,P20003984,Arkansas,AR,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"9,473",,0.84%,
43,45.0,P60017340,Arkansas,AR,11/8/16,Jim,Hedges,"Hedges, Jim",,IND,"4,709",,0.42%,
44,46.0,P60021102,Arkansas,AR,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,CON,"4,613",,0.41%,
45,47.0,P60005808,Arkansas,AR,11/8/16,Lynn S.,Kahn,"Kahn, Lynn S.",,IND,"3,390",,0.30%,
46,48.0,,Arkansas,AR,11/8/16,,,,Total State Votes:,,,"1,130,676",,
47,49.0,,Arkansas,AR,11/8/16,,,,,,,,,
48,50.0,P00003392,California,CA,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"8,753,792",,61.73%,W
49,51.0,P80001571,California,CA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP/AIP,"4,483,814",,31.62%,
50,52.0,P20002671,California,CA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"478,500",,3.37%,
51,53.0,P20003984,California,CA,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"278,658",,1.96%,
52,54.0,P60007168,California,CA,11/8/16,"Bernard ""Bernie""",Sanders,"Sanders, Bernard ""Bernie""",,W,"79,341",,0.56%,
53,55.0,P80005572,California,CA,11/8/16,Gloria Estela,La Riva,"La Riva, Gloria Estela",,PAF,"66,101",,0.47%,
54,56.0,P60022654,California,CA,11/8/16,Evan ,McMullin,"McMullin, Evan ",,W,"39,596",,0.28%,
55,57.0,P60022787,California,CA,11/8/16,Mike,Maturen,"Maturen, Mike",,W,"1,316",,0.01%,
56,58.0,P20004511,California,CA,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,402,,0.00%,
57,59.0,P20004677,California,CA,11/8/16,Jerry,White,"White, Jerry",,W,84,,0.00%,
58,60.0,,California,CA,11/8/16,,,,Total State Votes:,,,"14,181,604",,
59,61.0,,California,CA,11/8/16,,,,,,,,,
60,62.0,P00003392,Colorado,CO,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,338,870",,48.16%,W
61,63.0,P80001571,Colorado,CO,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,202,484",,43.25%,
62,64.0,P20002671,Colorado,CO,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"144,121",,5.18%,
63,65.0,P20003984,Colorado,CO,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"38,437",,1.38%,
64,66.0,P60022654,Colorado,CO,11/8/16,Evan,McMullin,"McMullin, Evan",,UN,"28,917",,1.04%,
65,67.0,P60021102,Colorado,CO,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,AMC,"11,699",,0.42%,
66,68.0,P60009917,Colorado,CO,11/8/16,Chris,Keniston,"Keniston, Chris",,VPA,"5,028",,0.18%,
67,69.0,P60016623,Colorado,CO,11/8/16,Mike,Smith,"Smith, Mike",,UN,"1,819",,0.07%,
68,70.0,P60016342,Colorado,CO,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,"1,255",,0.05%,
69,71.0,P60015419,Colorado,CO,11/8/16,Kyle Kenley,Kopitke,"Kopitke, Kyle Kenley",,IAP,"1,096",,0.04%,
70,72.0,P60018249,Colorado,CO,11/8/16,Joseph Allen,Maldonado,"Maldonado, Joseph Allen",,IPC,872,,0.03%,
71,73.0,P60022787,Colorado,CO,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,ASP,862,,0.03%,
72,74.0,P60017035,Colorado,CO,11/8/16,Rod,Silva,"Silva, Rod",,NTP,751,,0.03%,
73,75.0,,Colorado,CO,11/8/16,Ryan Alan,Scott,"Scott, Ryan Alan",,UN,749,,0.03%,
74,76.0,P20005260,Colorado,CO,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,AMP,710,,0.03%,
75,77.0,P80005572,Colorado,CO,11/8/16,Gloria Estela,La Riva,"La Riva, Gloria Estela",,SLP,531,,0.02%,
76,78.0,P80005473,Colorado,CO,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,452,,0.02%,
77,79.0,P20004511,Colorado,CO,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,KFP,392,,0.01%,
78,80.0,P60023504,Colorado,CO,11/8/16,Bradford,Lyttle,"Lyttle, Bradford",,NRP,382,,0.01%,
79,81.0,P60023496,Colorado,CO,11/8/16,Frank,Atwood,"Atwood, Frank",,APV,337,,0.01%,
80,82.0,P60018017,Colorado,CO,11/8/16,Emidio,Soltysik,"Soltysik, Emidio",,SOC,271,,0.01%,
81,83.0,P60017340,Colorado,CO,11/8/16,James,Hedges,"Hedges, James",,P,185,,0.01%,
82,84.0,,Colorado,CO,11/8/16,David,Perry,"Perry, David",,W,11,,0.00%,
83,85.0,,Colorado,CO,11/8/16,Corey,Sterner,"Sterner, Corey",,W,6,,0.00%,
84,86.0,P60020617,Colorado,CO,11/8/16,Brian Anthony,Perry,"Perry, Brian Anthony",,W,4,,0.00%,
85,87.0,,Colorado,CO,11/8/16,Bruce,Lohmiller,"Lohmiller, Bruce",,W,3,,0.00%,
86,88.0,P60005303,Colorado,CO,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,2,,0.00%,
87,89.0,,Colorado,CO,11/8/16,Thomas J.,Nieman,"Nieman, Thomas J.",,W,1,,0.00%,
88,90.0,,Colorado,CO,11/8/16,,,,Total State Votes:,,,"2,780,247",,
89,91.0,,Colorado,CO,11/8/16,,,,,,,,,
90,92.0,P00003392,Connecticut,CT,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"897,572",,54.57%,W
91,93.0,P80001571,Connecticut,CT,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"673,215",,40.93%,
92,94.0,P20002671,Connecticut,CT,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"48,676",,2.96%,
93,95.0,P20003984,Connecticut,CT,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"22,841",,1.39%,
94,96.0,P60022654,Connecticut,CT,11/8/16,Evan ,McMullin,"McMullin, Evan ",,W,"2,108",,0.13%,
95,97.0,P60021102,Connecticut,CT,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,W,147,,0.01%,
96,98.0,,Connecticut,CT,11/8/16,Jeffrey A.,Cooper,"Cooper, Jeffrey A.",,W,57,,0.00%,
97,99.0,,Connecticut,CT,11/8/16,Ronald,Evans,"Evans, Ronald",,W,44,,0.00%,
98,100.0,P60015351,Connecticut,CT,11/8/16,Andrew D. ,Basiago,"Basiago, Andrew D. ",,W,42,,0.00%,
99,101.0,P80005572,Connecticut,CT,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,41,,0.00%,
100,102.0,P20005260,Connecticut,CT,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,W,31,,0.00%,
101,103.0,P20004511,Connecticut,CT,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,23,,0.00%,
102,104.0,P60020757,Connecticut,CT,11/8/16,Robert L.,Buchanan,"Buchanan, Robert L.",,W,19,,0.00%,
103,105.0,,Connecticut,CT,11/8/16,Jeffrey Anthony,Wu,"Wu, Jeffrey Anthony",,W,18,,0.00%,
104,106.0,,Connecticut,CT,11/8/16,Marshall,Schoenke,"Schoenke, Marshall",,W,15,,0.00%,
105,107.0,P60006673,Connecticut,CT,11/8/16,Kevin,Deame,"Deame, Kevin",,W,13,,0.00%,
106,108.0,,Connecticut,CT,11/8/16,Paul E.,Blumenthal,"Blumenthal, Paul E.",,W,12,,0.00%,
107,109.0,P60016342,Connecticut,CT,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,12,,0.00%,
108,110.0,P60016623,Connecticut,CT,11/8/16,Mike,Smith,"Smith, Mike",,W,12,,0.00%,
109,111.0,,Connecticut,CT,11/8/16,"Jeffrey John, Jr.",Klojzy,"Klojzy, Jeffrey John, Jr.",,W,6,,0.00%,
110,112.0,,Connecticut,CT,11/8/16,Darryl,Cummings,"Cummings, Darryl",,W,5,,0.00%,
111,113.0,P60018249,Connecticut,CT,11/8/16,Joseph,Maldonado,"Maldonado, Joseph",,W,4,,0.00%,
112,114.0,P60012960,Connecticut,CT,11/8/16,Peter,Skewes,"Skewes, Peter",,W,4,,0.00%,
113,115.0,P60005303,Connecticut,CT,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,3,,0.00%,
114,116.0,,Connecticut,CT,11/8/16,,,,Total State Votes:,,,"1,644,920",,
115,117.0,,Connecticut,CT,11/8/16,,,,,,,,,
116,118.0,P00003392,Delaware,DE,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"235,603",,53.09%,W
117,119.0,P80001571,Delaware,DE,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"185,127",,41.71%,
118,120.0,P20002671,Delaware,DE,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"14,757",,3.33%,
119,121.0,P20003984,Delaware,DE,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"6,103",,1.38%,
120,122.0,,Delaware,DE,11/8/16,,Other,Other,,W,"1,407",,0.32%,
121,123.0,P60022654,Delaware,DE,11/8/16,Evan,McMullin,"McMullin, Evan",,W,706,,0.16%,
122,124.0,P60021102,Delaware,DE,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,W,74,,0.02%,
123,125.0,P20005260,Delaware,DE,11/8/16,Thomas Conrad,Hoefling,"Hoefling, Thomas Conrad",,W,7,,0.00%,
124,126.0,P60020757,Delaware,DE,11/8/16,Robert L.,Buchanan,"Buchanan, Robert L.",,W,4,,0.00%,
125,127.0,P60016342,Delaware,DE,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,3,,0.00%,
126,128.0,,Delaware,DE,11/8/16,Benjamin,Hartnell,"Hartnell, Benjamin",,W,3,,0.00%,
127,129.0,P80005572,Delaware,DE,11/8/16,Gloria,LaRiva,"LaRiva, Gloria",,W,3,,0.00%,
128,130.0,,Delaware,DE,11/8/16,David,Limbaugh,"Limbaugh, David",,W,3,,0.00%,
129,131.0,P60016623,Delaware,DE,11/8/16,Mike,Smith,"Smith, Mike",,W,3,,0.00%,
130,132.0,,Delaware,DE,11/8/16,Ryan Alan,Scott,"Scott, Ryan Alan",,W,2,,0.00%,
131,133.0,P20004677,Delaware,DE,11/8/16,Jerry,White,"White, Jerry",,W,2,,0.00%,
132,134.0,,Delaware,DE,11/8/16,Richard,Duncan,"Duncan, Richard",,W,1,,0.00%,
133,135.0,P60005808,Delaware,DE,11/8/16,Lynn,Kahn,"Kahn, Lynn",,W,1,,0.00%,
134,136.0,P80004989,Delaware,DE,11/8/16,Star,Locke,"Locke, Star",,W,1,,0.00%,
135,137.0,P60018249,Delaware,DE,11/8/16,Joseph A.,Maldonado,"Maldonado, Joseph A.",,W,1,,0.00%,
136,138.0,P60004868,Delaware,DE,11/8/16,Darryl W.,Perry,"Perry, Darryl W.",,W,1,,0.00%,
137,139.0,P60020963,Delaware,DE,11/8/16,Ajay,Sood,"Sood, Ajay",,W,1,,0.00%,
138,140.0,,Delaware,DE,11/8/16,Matthew Water,Stout,"Stout, Matthew Water",,W,1,,0.00%,
139,141.0,,Delaware,DE,11/8/16,,,,Total State Votes:,,,"443,814",,
140,142.0,,Delaware,DE,11/8/16,,,,,,,,,
141,143.0,P00003392,District of Columbia,DC,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"282,830",,90.86%,W
142,144.0,P80001571,District of Columbia,DC,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"12,723",,4.09%,
143,145.0,,District of Columbia,DC,11/8/16,,Scattered,Scattered,,W,"6,551",,2.10%,
144,146.0,P20002671,District of Columbia,DC,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"4,906",,1.58%,
145,147.0,P20003984,District of Columbia,DC,11/8/16,Jill,Stein,"Stein, Jill",,STG,"4,258",,1.37%,
146,148.0,,District of Columbia,DC,11/8/16,,,,Total State Votes:,,,"311,268",,
147,149.0,,District of Columbia,DC,11/8/16,,,,,,,,,
148,150.0,P80001571,Florida,FL,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"4,617,886",,49.02%,W
149,151.0,P00003392,Florida,FL,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"4,504,975",,47.82%,
150,152.0,P20002671,Florida,FL,11/8/16,Gary,Johnson,"Johnson, Gary",,LBF,"207,043",,2.20%,
151,153.0,P20003984,Florida,FL,11/8/16,Jill,Stein,"Stein, Jill",,GPF,"64,399",,0.68%,
152,154.0,P60021102,Florida,FL,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,CPF,"16,475",,0.17%,
153,155.0,P60016342,Florida,FL,11/8/16,Roque (Rocky),De La Fuente,"De La Fuente, Roque (Rocky)",,RPF,"9,108",,0.10%,
154,156.0,P20004511,Florida,FL,11/8/16,Laurence J.,Kotlikoff,"Kotlikoff, Laurence J.",,W,74,,0.00%,
155,157.0,,Florida,FL,11/8/16,Richard,Duncan,"Duncan, Richard",,W,25,,0.00%,
156,158.0,P60015351,Florida,FL,11/8/16,Andrew D.,Basiago,"Basiago, Andrew D.",,W,24,,0.00%,
157,159.0,P60008190,Florida,FL,11/8/16,Zoltan Istvan,Gyurko,"Gyurko, Zoltan Istvan",,W,19,,0.00%,
158,160.0,,Florida,FL,11/8/16,"Anthony ""Tony"" Joseph",Valdivia,"Valdivia, Anthony ""Tony"" Joseph",,W,9,,0.00%,
159,161.0,P60005303,Florida,FL,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,2,,0.00%,
160,162.0,,Florida,FL,11/8/16,,,,Total State Votes:,,,"9,420,039",,
161,163.0,,Florida,FL,11/8/16,,,,,,,,,
162,164.0,P80001571,Georgia,GA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,089,104",,50.77%,W
163,165.0,P00003392,Georgia,GA,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,877,963",,45.64%,
164,166.0,P20002671,Georgia,GA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"125,306",,3.05%,
165,167.0,P60022654,Georgia,GA,11/8/16,Evan,McMullin,"McMullin, Evan",,W,"13,017",,0.32%,
166,168.0,P20003984,Georgia,GA,11/8/16,Jill,Stein,"Stein, Jill",,W,"7,674",,0.19%,
167,169.0,P60021102,Georgia,GA,11/8/16,Darrell,Castle,"Castle, Darrell",,W,"1,110",,0.03%,
168,170.0,P60022787,Georgia,GA,11/8/16,Mike,Maturen,"Maturen, Mike",,W,151,,0.00%,
169,171.0,P60005303,Georgia,GA,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,78,,0.00%,
170,172.0,P20005260,Georgia,GA,11/8/16,Thomas,Hoefling,"Hoefling, Thomas",,W,70,,0.00%,
171,173.0,P60016623,Georgia,GA,11/8/16,Michael L.,Smith,"Smith, Michael L.",,W,53,,0.00%,
172,174.0,P20004511,Georgia,GA,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,34,,0.00%,
173,175.0,,Georgia,GA,11/8/16,Sandra,Wilson,"Wilson, Sandra",,W,32,,0.00%,
174,176.0,P60020757,Georgia,GA,11/8/16,Robert,Buchanan,"Buchanan, Robert",,W,31,,0.00%,
175,177.0,,Georgia,GA,11/8/16,Ricky,Muhammad,"Muhammad, Ricky",,W,30,,0.00%,
176,178.0,P60023207,Georgia,GA,11/8/16,Scott,Cubbler,"Cubbler, Scott",,W,24,,0.00%,
177,179.0,,Georgia,GA,11/8/16,Loren,Collins,"Collins, Loren",,W,22,,0.00%,
178,180.0,P80003643,Georgia,GA,11/8/16,Claire Elisabeth,Elliott,"Elliott, Claire Elisabeth",,W,15,,0.00%,
179,181.0,,Georgia,GA,11/8/16,David C.,Byrne,"Byrne, David C.",,W,8,,0.00%,
180,182.0,,Georgia,GA,11/8/16,Stephen L.,Allen,"Allen, Stephen L.",,W,5,,0.00%,
181,183.0,,Georgia,GA,11/8/16,Marc,Urbach,"Urbach, Marc",,W,5,,0.00%,
182,184.0,,Georgia,GA,11/8/16,,,,Total State Votes:,,,"4,114,732",,
183,185.0,,Georgia,GA,11/8/16,,,,,,,,,
184,186.0,P00003392,Hawaii,HI,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"266,891",,62.22%,W
185,187.0,P80001571,Hawaii,HI,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"128,847",,30.04%,
186,188.0,P20002671,Hawaii,HI,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"15,954",,3.72%,
